,Text,Positive?
1577,اكيد حياتي ما في حدا بشبهك لو في كان نتحرت زمان ,0.0
1578,اكيد لا في عندك ناس بتفهم ووفي ناس عند الاجانب ما بتفهم,0.0
1579,الأردن رح يولع يا نسور ,0.0
1580,الا لعنة الله على الشيعة الى يوم الدين,0.0
1581,الا يكفي ان نسبة مرضى السرطان في الاردن اعلى نسبة عالميه بسبب مفاعل دايمونه الاسرائيلي .و بكل جهل نضعهه في بلدنا؟؟؟؟؟؟؟؟؟؟؟؟؟؟,0.0
1582,الاء اختصري ماشي,0.0
1583,"الاردن فيه طاقة شمسية بتغنينا عن استخدام المفاعلات ،،، تخيلو معي الطريق بين عمان و العقبة كلها ارض فاضية و صحرا منقدر نستغلها في بناء خلايا شمسية ،،،، احنا مش ضد انا نتطور و لكن الدول ""المتطورة"" عم بتخلو عن الطاقة النووية اللي رافقها مشاكل صحية و بيئية عديدة و عم بسبتدلوها بالطاقة المتجددة ،،، طاقة نظيفة و غير مكلفة",0.0
1584,"الاردن لا تمتلك اي الخبرات الفنيه في انشاء او صيانة او تشغيل المفاعلات النوويه ! لاردن ليس لديها سوى شهادات دكتوراة في هذا المجال نظرية بحته ! ان انشاء مفاعل نووي يعنى مقامرة كامله بمئات الملاييين و المضحك في الموضوع ان بداية المشروع ستكون انشاء مفاعل تجريبي او تعليمي يتبع لهيئة الطاقة النوويه ! اليس الاجدر بهكذا مفاعل ان يتبع لاحدى الجامعات ؟ علاوة على ان كل هيئة الطاقة تم انشأها ""رضوة"" لفلان وعلنتان ! الاولي يا سادة ان يتم طرح انشاء شركة للتنقيب عن اليورانيوم وبيعه و لتصبح الاردن دولة مصدرة لهذه المادة . امر اخر كثر الحديث مؤخرا عن انه يوجد في الاردن بترول و بكميات على الاقل تكفي استهلكنا المحلي !!",0.0
1585,الاشغال,0.0
1586,الانكسار من اسوء الاشياء,0.0
1587,"البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل",0.0
1588,البنزين يجي من السعوديه بأقل الاسعار و الحكومه عندنا تدبل سعره,0.0
1589,التطبيقات قليله بالمتجر ولازال امام مايكروسوفت عمل طويل للتغلب على هذه المشكله,0.0
1590,التقدم و الازدهار يكون مرتبط بقواعد الأمن قبل الشروع في بناء المفاعل عليكم قراءة التقارير الصادرة عن هيئة الطاقة و المخاطر التي سيجنيها الأردن جراء انشاء المفاعل يا عزيزي ديمونه انتهى عمره وسيكون المفاعل الاردني بديل في أرض ستكون مكباً للنفايات النوويةة المطلع الله,0.0
1591,التقدم والازدهار يكون مرتبط بقواعد الأمن قبل الشروع في بناء المفاعل عليكم قراءة التقارير الصادرة عن هيئة الطاقة و المخاطر التي سيجنيها الأردن جراء انشاء المفاعل يا عزيزي ديمونه انتهى عمره و سيكون المفاعل الاردني بديل في أرض ستكون مكباً للنفايات النوويةة المطلع الله,0.0
1592,الحق عالحقير اللي نزل المنشور_بجوز اهله لابسين منه_ولك لاتنزل اشي زي هيك يا؟؟؟!,0.0
1593,الحكومة قاعدة بتخبص و رايحين يدمروا البلد الله ينتقم منهم,0.0
1594,الحمد الله علشان نرتاح من جميلة الدعم,0.0
1595,الحمدلله في خضم تفوق امريكا بمجال الطاقة النووية و سعيها للتخلص من نفط العرب ,0.0
1596,الحمدلله في خضم تفوق امريكا بمجال الطاقة النووية وسعيها للتخلص من نفط العرب ,0.0
1597,الدول المتقدمة الان تتجه لستخدام الطاقة المتجدده لانها اقل كلفة و ليس لها مخاطر على البيئة و الانسان و نحن الان نعاني من ضائقة مالية كبيرة و شحة مياه شديدة و كلنا يعلم مدى حاجة المفاعل للمياه اذكركم فقط بما حدث في اليابان و هي الدولة الاكثر تطور في مجال التكنولوجيا و هي عبارة عن جزر و كذلك كم أثر علينا المفاعل النووي الاسرائيلي و حالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر في جنوب البلاد,0.0
1598,الدول المتقدمة الان تتجه لستخدام الطاقة المتجدده لانها اقل كلفة وليس لها مخاطر على البيئة والانسان ونحن الان نعاني من ضائقة مالية كبيرة وشحة مياه شديدة وكلنا يعلم مدى حاجة المفاعل للمياه اذكركم فقط بما حدث في اليابان وهي الدولة الاكثر تطور في مجال التكنولوجيا وهي عبارة عن جزر وكذلك كم أثر علينا المفاعل النووي الاسرائيلي وحالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر في جنوب البلاد,0.0
1599,الراجل الابس ثوب عليه جاكيت شكله مسطول من جنوب السودان ,0.0
1600,الرفض القاطع للمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب و يصير اغلى من الكهربا لانه للاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلاليين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه و تروح لاطراف خارجيه خالرج اطار حاجة العامه,0.0
1601,الرفض القاطع للمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب ويصير اغلى من الكهربا لانه للاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلاليين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه وتروح لاطراف خارجيهخالرج اطار حاجة العامه,0.0
1602,الشعب الذي اختار نواب خرجين سجون و سوابق بستاهل اكثر من هيك مشان 50 دينار الله لا يرد هيك شعب,0.0
1603,الطاقة الشمسية هي البديل و ليست النووية,0.0
1604,الطبقة الوسطى في طريقها الى الانقراض على يد عبدالله نسور,0.0
1605,العاهات اللي عندهم ... ياناس روووح موتو ابرك لكم,0.0
1606,الفاتحة علي ارواح الغلابة,0.0
1607,الك يوم يا ظالم,0.0
1608,الكلب حده﻿ روعه,0.0
1609,اللة لا يشبعكو يا حرامية,0.0
1610,الله اكبر على كل ظالم,0.0
1611,الله حيك شيخ ابراهيم بالفعل حكم يا نشمي,0.0
1612,الله على الظالمين,0.0
1613,الله لا يخلف عليهم و لا يكثر خيرهم فعلن شعب مسكين و عبد الله النسور بطل رفع الاسعار ,0.0
1614,الله لا يرفعه من مكانه اللي برفع الاسعار,0.0
1615,الله لا يشبعكو يا ظلمة انشاء الله كلو بتلقو بالاخرة يا ظلمة ..... خافو الله طبعا اذا بتعرفو ل الله.,0.0
1616,الله لا يعطي العافيه ولا الصحه للاخوان المفلسين ,0.0
1617,الله وكيلك مشحطط اهل دابوق و دير غبار و عبدون و منعم على الفقراء ,0.0
1618,الله يجعل ابوك وامك من اهل النار اذا بتعيد هالحركه مره ثانيه,0.0
1619,الله يخزيك,0.0
1620,الله يرفعهم الى جهنم جنب القذافي بأسرع وقت لان الظلم زاد عن حده,0.0
1621,الله يسامحك حبيبتي افهمتيني غلط,0.0
1622,الله يكون في عون الفقير و الطبقه المتوسط سوف تنحدر اكثر و اكثر,0.0
1623,الله يلعن ام هيك نمر,0.0
1624,الله يلعنو,0.0
1625,الله ينتقم منهم اجمعين اللي في بالي,0.0
1626,الله يوخدها,0.0
1627,الله يوخذكم,0.0
1628,اللهم ارفع ظغط فايز الطراونه,0.0
1629,اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب,0.0
1630,اللهم انا نشكو اليك ضعف قوتنا و قلة حيلتنا حسبنا الله و نعم الوكيل,0.0
1631,اللي لازم يصير اضراب جميع موظفي الدوائر الحكوميه و الخاصه لمدة اسبوع و شوف بعدها,0.0
1632,اللي لفت انتباهي الدبه اللي﻿ جنبها,0.0
1633,اللي موافق عالمفاعل يبنيه جنب داره ... ما يسطح الواحد غير المتحذلقين اللي يخلوا حالهم مثل ابو العريف ما حد يفهم غيرهم .... رابع افقر دوله في العالم في المياه و تبنى مفاعل نووي !!! استنوا لما يطورو مفاعلات نووية صحراوية و بعدين اشطحوا,0.0
1634,اللي موافق عالمفاعل يبنيه جنب داره ... ما يسطح الواحد غير المتحذلقين اللي يخلوا حالهم مثل ابو العريف ما حد يفهم غيرهم .... رابع افقر دوله في العالم في المياه وتبنى مفاعل نووي !!! استنوا لما يطورو مفاعلات نووية صحراوية وبعدين اشطحوا,0.0
1635,المرة الجاية راح يكون الرفع للميه اذا استمر الخلط,0.0
1636,المشكلة في ناس تقنع حالها أنه جورج وسوف له علاقة بالأغاني  ,0.0
